vendor,sku,name,description,price_brl,source_pdf,source_page,handle,price_amp,price_ort,price_final_brl,price_confidence,image_url,match_url_amp,match_url_ort
Ethnos,MR-1F,"Silicone + PU, com rosca","silicone + PU, com rosca",836.00,ETHNOS Tabela de Preços Alt. 20251202.pdf,30,ethnos-silicone-pu-com-rosca,,,836.00,pdf-only,,,
Ethnos,MTP-10,=KG Malha tubular de poliéster para laminação 10cm -KG,=KG Malha tubular de poliéster para laminação 10cm -KG,,ETHNOS Tabela de Preços Alt. 20251202.pdf,35,ethnos-kg-malha-tubular-de-poliester-para-laminacao-10cm-kg,361.70,,361.70,single,,https://www.lojadoamputado.com.br/acessorios-para-protese/pino-de-conexao-ao-liner,
Ethnos,MTP-12,=KG Malha tubular de poliéster para laminação 12cm –KG,=KG Malha tubular de poliéster para laminação 12cm –KG,144.00,ETHNOS Tabela de Preços Alt. 20251202.pdf,35,ethnos-kg-malha-tubular-de-poliester-para-laminacao-12cm-kg,361.70,,361.70,single,,https://www.lojadoamputado.com.br/acessorios-para-protese/pino-de-conexao-ao-liner,
Ethnos,MTP-15,=KG Malha tubular de poliéster para laminação 15cm –KG,=KG Malha tubular de poliéster para laminação 15cm –KG,,ETHNOS Tabela de Preços Alt. 20251202.pdf,35,ethnos-kg-malha-tubular-de-poliester-para-laminacao-15cm-kg,361.70,,361.70,single,,https://www.lojadoamputado.com.br/acessorios-para-protese/pino-de-conexao-ao-liner,
Ethnos,MTP-20,=KG Malha tubular de poliéster para laminação 20cm -KG,=KG Malha tubular de poliéster para laminação 20cm -KG,,ETHNOS Tabela de Preços Alt. 20251202.pdf,35,ethnos-kg-malha-tubular-de-poliester-para-laminacao-20cm-kg,361.70,,361.70,single,,https://www.lojadoamputado.com.br/acessorios-para-protese/pino-de-conexao-ao-liner,
Ethnos,MTP-25,=KG Malha tubular de poliéster para laminação 25cm -KG,=KG Malha tubular de poliéster para laminação 25cm -KG,,ETHNOS Tabela de Preços Alt. 20251202.pdf,35,ethnos-kg-malha-tubular-de-poliester-para-laminacao-25cm-kg,361.70,,361.70,single,,https://www.lojadoamputado.com.br/acessorios-para-protese/pino-de-conexao-ao-liner,
Ethnos,ID-PLUS,E114 ID-SLIM,E114  ID-SLIM,,ETHNOS Tabela de Preços Kits Alt. 20251202.pdf,2,ethnos-e114-id-slim,,,,none,,,
Ortho Pauher,SEMI-REVESTIDO,SG302 TUBO RECORTÁVEL C/ GEL 40cm P-M-G UNIDADE,SG302 TUBO RECORTÁVEL  C/ GEL 40cm P-M-G UNIDADE,43.90,ORTHO PAUHER 2026.pdf,4,ortho-pauher-sg302-tubo-recortavel-c-gel-40cm-p-m-g-unidade,,,43.90,pdf-only,,,
Ortho Pauher,20-30MMHG,COP118 MEIA DE COMP.7/8 COXA ANGIO PAUHER ABERTA P-M-G (MÉDIA) PAR,"COP118 MEIA DE COMP.7/8 COXA ANGIO PAUHER ABERTA P-M-G (MÉDIA)  PAR  79,90",1.00,ORTHO PAUHER 2026.pdf,5,ortho-pauher-cop118-meia-de-comp-7-8-coxa-angio-pauher-aberta-p-m-g-media-par,,,1.00,pdf-only,,,
Ortho Pauher,30-40,COP119 MEIA DE COMPRESSAO 7/8 COXA ANGIO PAUHER ABERTA P-M-G (ALTA) MMHG PAR,"COP119 MEIA DE COMPRESSAO 7/8 COXA ANGIO PAUHER ABERTA P-M-G (ALTA)  MMHG PAR  89,90",1.00,ORTHO PAUHER 2026.pdf,5,ortho-pauher-cop119-meia-de-compressao-7-8-coxa-angio-pauher-aberta-p-m-g-alta-mmhg-par,,,1.00,pdf-only,,,
Ortho Pauher,30-400MMHG,COP158 MEIA COMPRESSIVA PANT. 3/4 CURTO P-M-G-GG PAR,"COP158 MEIA COMPRESSIVA PANT. 3/4  CURTO P-M-G-GG PAR  29,90",1.00,ORTHO PAUHER 2026.pdf,5,ortho-pauher-cop158-meia-compressiva-pant-3-4-curto-p-m-g-gg-par,,,1.00,pdf-only,,,
Ortho Pauher,30-40MMHG,COP158 MEIA COMPRESSIVA PANT. 3/4 LONGO P-M-G-GG PAR,"COP158 MEIA COMPRESSIVA PANT. 3/4  LONGO P-M-G-GG PAR  29,90",1.00,ORTHO PAUHER 2026.pdf,5,ortho-pauher-cop158-meia-compressiva-pant-3-4-longo-p-m-g-gg-par,,,1.00,pdf-only,,,
Ortho Pauher,GG-DIR,"AC400 TALA DE PUNHO PP-P-M-G-/ES / PRETO, BEGE UNIDADE","AC400 TALA DE PUNHO PP-P-M-G-/ES / PRETO, BEGE UNIDADE",33.90,ORTHO PAUHER 2026.pdf,8,ortho-pauher-ac400-tala-de-punho-pp-p-m-g-es-preto-bege-unidade,,,33.90,pdf-only,,,
Ortho Pauher,GG-XG,AC210 SANDÁLIA DE GESSO BRANCO/PRETO P-M-G- UNIDADE,AC210 SANDÁLIA DE GESSO BRANCO/PRETO P-M-G- UNIDADE,33.90,ORTHO PAUHER 2026.pdf,9,ortho-pauher-ac210-sandalia-de-gesso-branco-preto-p-m-g-unidade,,,33.90,pdf-only,,,
Ortho Pauher,45-50-55,SG218 FITA LÁMINA SKIN 2CM ATÉ 65CM COMP. (-60-65 cm) UNIDADE,SG218 FITA LÁMINA SKIN 2CM ATÉ 65CM COMP. (-60-65 cm) UNIDADE,75.90,ORTHO PAUHER 2026.pdf,15,ortho-pauher-sg218-fita-lamina-skin-2cm-ate-65cm-comp-60-65-cm-unidade,,,75.90,pdf-only,,,
Ortho Pauher,110-140-165,VP10 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM -190-225-240mm UNIDADE,VP10 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM -190-225-240mm UNIDADE,1399.90,ORTHO PAUHER 2026.pdf,16,ortho-pauher-vp10-ortese-de-succao-vaccum-pauher-pectus-excavatum-190-225-240mm-unidade,,,1399.90,pdf-only,,,
Ortho Pauher,225-190-165,VP12 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM +VACUOMETRO 250- -140-110 UNIDADE,VP12 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM +VACUOMETRO 250- -140-110 UNIDADE,1699.90,ORTHO PAUHER 2026.pdf,16,ortho-pauher-vp12-ortese-de-succao-vaccum-pauher-pectus-excavatum-vacuometro-250-140-110-unidade,,,1699.90,pdf-only,,,
Ortho Pauher,75-85-95,AC900 PAUHERFEZ ARTICULAÇÃO ORTOPÉDICA DORSIFLEXÃO ARTIC. P/M/G PAR,"AC900 PAUHERFEZ ARTICULAÇÃO ORTOPÉDICA DORSIFLEXÃO ARTIC.  P/M/G PAR  04,90",2.00,ORTHO PAUHER 2026.pdf,17,ortho-pauher-ac900-pauherfez-articulacao-ortopedica-dorsiflexao-artic-p-m-g-par,,,2.00,pdf-only,,,
Ortho Pauher,2025-2026,Ortopedia Técnica - LANÇAMENTOS,Ortopedia Técnica - LANÇAMENTOS,,ORTHO PAUHER 2026.pdf,17,ortho-pauher-ortopedia-tecnica-lancamentos,329.16,,329.16,single,,https://www.lojadoamputado.com.br/meias-para-coto/meia-coto-amputacao-transtibial-ortho-pauer,
Össur,SISTEMAS,DE SUSPENSÃO,DE SUSPENSÃO,,Ossur 2026.pdf,2,ossur-de-suspensao,226.52,,226.52,single,,https://www.lojadoamputado.com.br/pes/meia-preta-para-pe-em-fibra-de-carbono-ossur,
Össur,ICEROSS,Liner Transtibial Iceross Comfort Locking Ossur,SEAL-IN® X5 TT,,Ossur 2026.pdf,2,ossur-liner-transtibial-iceross-comfort-locking-ossur,3643.26,3890.00,3766.63,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/96074893/b25f0b5263.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-iceross-comfort-locking-ossur,https://www.lojaortopedica.com.br/produto/liner-transtibial-iceross-comfort-locking-ossur
Össur,LOCKING,Liner Transtibial Iceross Comfort Locking Ossur,Compatível com Iceross®,,Ossur 2026.pdf,2,ossur-liner-transtibial-iceross-comfort-locking-ossur,3643.26,3890.00,3766.63,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/96074893/b25f0b5263.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-iceross-comfort-locking-ossur,https://www.lojaortopedica.com.br/produto/liner-transtibial-iceross-comfort-locking-ossur
Össur,TOTAL,Joelho Hidráulico Policêntrico Total Knee Preto 2100 Ossur,KNEE® 2100 PASO KNEE,,Ossur 2026.pdf,3,ossur-joelho-hidraulico-policentrico-total-knee-preto-2100-ossur,33326.47,,33326.47,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/268500429/joelho-hidraulico-policentrico-total-knee-preto-2100-ossur-b9i0u98c9b.jpeg,https://www.lojadoamputado.com.br/joelho-hidraulico-policentrico-total-knee-preto-2100-ossur,
Össur,ASPIRE,Joelho Aspire M2 Ossur,P1 ASPIRE M3,,Ossur 2026.pdf,3,ossur-joelho-aspire-m2-ossur,2726.34,6750.00,4738.17,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/206402880/joelho-aspire-m2-ossur-sznuzg.jpg,https://www.lojadoamputado.com.br/joelho-aspire-m2-ossur,https://www.lojaortopedica.com.br/produto/joelho-pneumatico-policentrico-aspire-p1-ossur
Össur,ADAPTADOR,"Adaptador para Pé Sach (Alumínio, Aço, Titânio) Novva",DE ROTAÇÃO,,Ossur 2026.pdf,3,ossur-adaptador-para-pe-sach-aluminio-aco-titanio-novva,1303.37,4990.00,1303.37,avg2-suspect,https://cdn.awsli.com.br/800x800/1895/1895256/produto/305808950/adaptador-para-pe-sach-aluminio-aco-titanio-novva-6dzuk1byc6-g5qunr3sb5.png,https://www.lojadoamputado.com.br/acessorios-para-protese/adaptador-para-pe-sach-aluminio-aco-titanio-novva,https://www.lojaortopedica.com.br/produto/adaptador-de-rotacao-acima-do-joelho-7h10-metiz
Össur,PROPRIO,FOOT® - BIONIC PRO-FLEX® PIVOT,FOOT® - BIONIC PRO-FLEX® PIVOT,,Ossur 2026.pdf,4,ossur-foot-r-bionic-pro-flex-r-pivot,226.52,3890.00,226.52,avg2-suspect,,https://www.lojadoamputado.com.br/pes/meia-preta-para-pe-em-fibra-de-carbono-ossur,https://www.lojaortopedica.com.br/produto/liner-transtibial-iceross-comfort-locking-ossur
Össur,TECHNOLOGY,ÖSSUR K2 Kit pé PRO-FLEX PIVOT com,ÖSSUR K2 Kit pé PRO-FLEX PIVOT com,,Ossur 2026.pdf,4,ossur-ossur-k2-kit-pe-pro-flex-pivot-com,1522.17,,1522.17,single,,https://www.lojadoamputado.com.br/pes/capa-para-pe-compativel-com-pro-flex-lp-pro-flex-xc-e-pro-flex-xc-torsion-ossur,
Össur,SANDAL,FIX MEIA PRETA,FIX MEIA PRETA,,Ossur 2026.pdf,5,ossur-fix-meia-preta,226.52,,226.52,single,,https://www.lojadoamputado.com.br/pes/meia-preta-para-pe-em-fibra-de-carbono-ossur,
Össur,BOMBA,BOMBA HARMONY P4 - OTTOBOCK,UNITY VÁLVULA DO SISTEMA HÍBRIDO,,Ossur 2026.pdf,5,ossur-bomba-harmony-p4-ottobock,15023.28,,15023.28,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/369095787/4r180-harmony-p4-15jhzbxd9a.jpg,https://www.lojadoamputado.com.br/acessorios-para-protese/bomba-harmony-p4-ottobock,
Össur,NPD1-0001,NPD1-0002 NPD1-0003 NPD1-0004,NPD1-0002 NPD1-0003 NPD1-0004,,Ossur 2026.pdf,6,ossur-npd1-0002-npd1-0003-npd1-0004,,,,none,,,
Össur,NPD1-0008,NPD1-0009 NPD1-0010 NPD1-0011,NPD1-0009 NPD1-0010 NPD1-0011,,Ossur 2026.pdf,6,ossur-npd1-0009-npd1-0010-npd1-0011,,,,none,,,
Össur,NPD1-0012,IMPORTANTE,IMPORTANTE,,Ossur 2026.pdf,6,ossur-importante,,,,none,,,
Össur,GARANTIA,Componentes antes,componentes antes,,Ossur 2026.pdf,6,ossur-componentes-antes,,,,none,,,
Össur,225.530,1 Dedo R$,1 Dedo R$,,Ossur 2026.pdf,7,ossur-1-dedo-r,,,,none,,,
Össur,241.637,2 Dedos R$,2 Dedos R$,,Ossur 2026.pdf,7,ossur-2-dedos-r,,,,none,,,
Össur,265.797,3 Dedos R$,3 Dedos R$,,Ossur 2026.pdf,7,ossur-3-dedos-r,,,,none,,,
Össur,298.022,4 Dedos R$,4 Dedos R$,,Ossur 2026.pdf,7,ossur-4-dedos-r,,,,none,,,
Össur,338.300,5 Dedos R$,5 Dedos R$,,Ossur 2026.pdf,7,ossur-5-dedos-r,,,,none,,,
Össur,370.514,1 Dedo R$,1 Dedo R$,,Ossur 2026.pdf,7,ossur-1-dedo-r,,,,none,,,
Össur,386.610,2 Dedos R$,2 Dedos R$,,Ossur 2026.pdf,7,ossur-2-dedos-r,,,,none,,,
Össur,410.771,3 Dedos R$,3 Dedos R$,,Ossur 2026.pdf,7,ossur-3-dedos-r,,,,none,,,
Össur,442.985,4 Dedos R$,4 Dedos R$,,Ossur 2026.pdf,7,ossur-4-dedos-r,,,,none,,,
Össur,483.270,5 Dedos R$,5 Dedos R$,,Ossur 2026.pdf,7,ossur-5-dedos-r,,,,none,,,
Össur,98039-1573,0800 900 0518,0800 900 0518 51,,Ossur 2026.pdf,19,ossur-0800-900-0518,,,,none,,,
ALPS,4S63-REC,AL - AL,- AL  - AL,,TABELA DE KITS Alps e dilepé.pdf,27,alps-al-al,3240.44,590.00,590.00,avg2-suspect,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-alps-smartseal-3mm-sem-conexao-transfemural-2024-09-06-12-09-24,https://www.lojaortopedica.com.br/produto/joelheira-longa-em-gel-para-protese-sfb-alps
ALPS,4S63-PIR,AL - AL,- AL  - AL,,TABELA DE KITS Alps e dilepé.pdf,28,alps-al-al,3240.44,590.00,590.00,avg2-suspect,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-alps-smartseal-3mm-sem-conexao-transfemural-2024-09-06-12-09-24,https://www.lojaortopedica.com.br/produto/joelheira-longa-em-gel-para-protese-sfb-alps
Ottobock,1S30,L/R 12 PÉ SACH INFANTIL 10MM S/DEDOS,L/R 12 PÉ SACH INFANTIL 10MM S/DEDOS,645.18,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-l-r-12-pe-sach-infantil-10mm-s-dedos,,,645.18,pdf-only,,,
Ottobock,1K30,L/R 14-21 PÉ SACH INFANTIL 5MM C/ DEDOS,L/R 14-21 PÉ SACH INFANTIL 5MM C/ DEDOS,569.99,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-l-r-14-21-pe-sach-infantil-5mm-c-dedos,,,569.99,pdf-only,,,
Ottobock,2R40,1-2 ADAPT. MOD. P/PÉ SACH INF. (TAM. 2) -ALU,1-2 ADAPT. MOD. P/PÉ SACH INF. (TAM. 2) -ALU,396.57,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-1-2-adapt-mod-p-pe-sach-inf-tam-2-alu,,,396.57,pdf-only,,,
Ottobock,1E93,LÂMINA PÉ SPRINTER JUNIOR,LÂMINA PÉ SPRINTER JUNIOR,14908.34,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-lamina-pe-sprinter-junior,,,14908.34,pdf-only,,,
Ottobock,2R41,1-2 ADAPT. MOD. C/TUBO INF. (TAM. 2) -ALU,1-2 ADAPT. MOD. C/TUBO INF. (TAM. 2) -ALU,500.87,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-1-2-adapt-mod-c-tubo-inf-tam-2-alu,,,500.87,pdf-only,,,
Ottobock,2R48,ADAPT. MOD. C/TUBO P/7E8 INF. -ALU,ADAPT. MOD. C/TUBO P/7E8 INF. -ALU,733.72,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-c-tubo-p-7e8-inf-alu,,,733.72,pdf-only,,,
Ottobock,4R66,ADAPT. MOD. P/TUBO INF. C/PIRAM. -ALU,ADAPT. MOD. P/TUBO INF. C/PIRAM. -ALU,414.76,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-p-tubo-inf-c-piram-alu,,,414.76,pdf-only,,,
Ottobock,4R11,R-3-2 ADAPTADOR DE TROCA RÁPIDA - QUICKCHANGE,R-3-2 ADAPTADOR DE TROCA RÁPIDA - QUICKCHANGE,2920.93,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-r-3-2-adaptador-de-troca-rapida-quickchange,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,3R39,JOELHO MOD. C/TRAVA INFANTIL -ALU,JOELHO MOD. C/TRAVA INFANTIL -ALU,3031.88,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-mod-c-trava-infantil-alu,,,3031.88,pdf-only,,,
Ottobock,3R38,JOELHO MOD. LIVRE INFANTIL -ALU,JOELHO MOD. LIVRE INFANTIL -ALU,4164.58,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-mod-livre-infantil-alu,,,4164.58,pdf-only,,,
Ottobock,3R66,JOELHO MOD. POLIC. INFANTIL -ALU,JOELHO MOD. POLIC. INFANTIL -ALU,6705.30,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-mod-polic-infantil-alu,,,6705.30,pdf-only,,,
Ottobock,3R67,JOELHO INFANTIL,JOELHO INFANTIL,10239.25,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-infantil,446.63,,446.63,single,,https://www.lojadoamputado.com.br/capa-joelho-3r15-ottobock,
Ottobock,3S80,JOELHO ESPORTIVO,JOELHO ESPORTIVO,12412.50,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-esportivo,446.63,,446.63,single,,https://www.lojadoamputado.com.br/capa-joelho-3r15-ottobock,
Ottobock,7E8,ARTIC. QUADRIL LIVRE INFANTIL -ALU,ARTIC. QUADRIL LIVRE INFANTIL -ALU,10714.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-artic-quadril-livre-infantil-alu,,,10714.05,pdf-only,,,
Ottobock,6R7,REVEST. COSMET. CURTO P/PROTESE-INFANTIL,REVEST. COSMET. CURTO P/PROTESE-INFANTIL,594.51,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-revest-cosmet-curto-p-protese-infantil,,,594.51,pdf-only,,,
Ottobock,3R48,REVESTIMENTO COSMETICO INFANTIL,REVESTIMENTO COSMETICO INFANTIL,902.04,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-revestimento-cosmetico-infantil,,,902.04,pdf-only,,,
Ottobock,3R65,JOELHO HIDRAULICO INFANTIL -ALU,JOELHO HIDRAULICO INFANTIL -ALU,20815.64,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-joelho-hidraulico-infantil-alu,,,20815.64,pdf-only,,,
Ottobock,4R60,ADAPT. MOD. P/ENC. INFANTIL -ALU,ADAPT. MOD. P/ENC. INFANTIL -ALU,407.48,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-p-enc-infantil-alu,,,407.48,pdf-only,,,
Ottobock,2R45=S,ADAPT. MOD. C/TUBO AJUST,ADAPT. MOD. C/TUBO AJUST.,936.02,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-c-tubo-ajust,,,936.02,pdf-only,,,
Ottobock,2R45=34,ADAPT. MOD. C/TUBO AJUST. 34MM,ADAPT. MOD. C/TUBO AJUST. 34MM,1912.51,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-c-tubo-ajust-34mm,,,1912.51,pdf-only,,,
Ottobock,4R101,ADAPT.MOD.P/ENC.C/DESL.DUPLO -ALU,ADAPT.MOD.P/ENC.C/DESL.DUPLO -ALU,1611.75,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-p-enc-c-desl-duplo-alu,,,1611.75,pdf-only,,,
Ottobock,4R112,ADAPAPTADOR C/DESLOCAMENTO,ADAPAPTADOR C/DESLOCAMENTO,3759.53,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapaptador-c-deslocamento,,,3759.53,pdf-only,,,
Ottobock,2K34,25-30 TORNOZELO P/PÉ SACH CAV. (26-30) -MAD,25-30 TORNOZELO P/PÉ SACH CAV. (26-30) -MAD.,350.49,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-25-30-tornozelo-p-pe-sach-cav-26-30-mad,,,350.49,pdf-only,,,
Ottobock,2Z22,ADAPT. MOD. P/FIXAÇÃO TORNOZELO -ACO,ADAPT. MOD. P/FIXAÇÃO TORNOZELO -ACO,67.91,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-p-fixacao-tornozelo-aco,,,67.91,pdf-only,,,
Ottobock,3R80,Capa para Joelho 3R80 Ottobock 4G453,JOELHO MOD. HIDR. ROTATIVO,15433.90,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-capa-para-joelho-3r80-ottobock-4g453,1867.46,21150.00,21150.00,avg2-suspect,https://cdn.awsli.com.br/800x800/1895/1895256/produto/186761181/587b144fcb.jpg,https://www.lojadoamputado.com.br/capa-para-joelho-3r80-ottobock-4g453,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,6A30,ADAPT. MOD. P/LINER - ALUMINIO,ADAPT. MOD. P/LINER - ALUMINIO,1467.43,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-p-liner-aluminio,19835.40,850.00,850.00,avg2-suspect,,https://www.lojadoamputado.com.br/joelho-hidraulico-3r80-ottobock,https://www.lojaortopedica.com.br/produto/joelheira-de-silicone-453a2-derma-protection-ottobock
Ottobock,6Y13,1-2 PARAFUSO P/SHUTTLE LOCK 6A20,1-2 PARAFUSO P/SHUTTLE LOCK 6A20,244.98,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-1-2-parafuso-p-shuttle-lock-6a20,2745.57,,2745.57,single,,https://www.lojadoamputado.com.br/acessorios-para-protese-13948651/trava-para-protese-para-conexao-com-pino-shuttle-lock-ottobock-6a20,
Ottobock,6A52,"TRAVA P/ SHUTTLE LOCK 6A20=10/20, 6A30","TRAVA P/ SHUTTLE LOCK 6A20=10/20, 6A30",828.31,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-trava-p-shuttle-lock-6a20-10-20-6a30,,,828.31,pdf-only,,,
Ottobock,1E90,LÂMINA PÉ SPRINTER,LÂMINA PÉ SPRINTER,11157.30,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-lamina-pe-sprinter,27741.89,,27741.89,single,,https://www.lojadoamputado.com.br/pes/pe-taleo-adjust-1c56-ottobock,
Ottobock,4R206,SUPORTE ADAPTADOR COMPLETO,SUPORTE ADAPTADOR COMPLETO,6232.33,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-suporte-adaptador-completo,,,6232.33,pdf-only,,,
Ottobock,4R204,PINO DE FIXAÇÃO,PINO DE FIXAÇÃO,5342.17,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-pino-de-fixacao,,,5342.17,pdf-only,,,
Ottobock,2Z500,BASE PARA 1E90,BASE PARA 1E90,1917.36,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-base-para-1e90,,,1917.36,pdf-only,,,
Ottobock,2Z501,BASE INFERIOR SPRINTER 1E90,BASE INFERIOR SPRINTER 1E90,4167.01,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-base-inferior-sprinter-1e90,,,4167.01,pdf-only,,,
Ottobock,1E91,LÂMINA PÉ SPRINTER,LÂMINA PÉ SPRINTER,17120.40,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-lamina-pe-sprinter,27741.89,,27741.89,single,,https://www.lojadoamputado.com.br/pes/pe-taleo-adjust-1c56-ottobock,
Ottobock,4R218,ADAPTADOR PRO SPORT,ADAPTADOR PRO SPORT,1414.07,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adaptador-pro-sport,,,1414.07,pdf-only,,,
Ottobock,4R216,ADAP; TESTE PARA PROTESE ESPORTIVA,ADAP; TESTE PARA PROTESE ESPORTIVA,1964.66,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adap-teste-para-protese-esportiva,,,1964.66,pdf-only,,,
Ottobock,2Z540,BASE INFERIOR SPRINTER 1E93,BASE INFERIOR SPRINTER 1E93,1434.69,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-base-inferior-sprinter-1e93,,,1434.69,pdf-only,,,
Ottobock,2Z541,BASE INFERIOR SPRINTER 1E90,BASE INFERIOR SPRINTER 1E90,2896.27,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-base-inferior-sprinter-1e90,,,2896.27,pdf-only,,,
Ottobock,1E95,23-30 PÉ ESPORTIVO CHALLENGER,23-30 PÉ ESPORTIVO CHALLENGER,31618.82,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-23-30-pe-esportivo-challenger,,,31618.82,pdf-only,,,
Ottobock,1G6,L/R 23-27 PÉ EXTRA LEVE C/DEDOS 10MM S/TORNOZELO,L/R 23-27 PÉ EXTRA LEVE C/DEDOS 10MM S/TORNOZELO,685.21,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-l-r-23-27-pe-extra-leve-c-dedos-10mm-s-tornozelo,27741.89,,27741.89,single,,https://www.lojadoamputado.com.br/pes/pe-taleo-adjust-1c56-ottobock,
Ottobock,2R54,M8-M10 ADAPT. MOD. P/PÉ SACH -ALU,M8-M10 ADAPT. MOD. P/PÉ SACH -ALU,422.04,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-m8-m10-adapt-mod-p-pe-sach-alu,,,422.04,pdf-only,,,
Ottobock,2R31,M8-M10 ADAPT. MOD. P/PÉ SACH SRA. -TIT,M8-M10 ADAPT. MOD. P/PÉ SACH SRA. -TIT,979.90,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-m8-m10-adapt-mod-p-pe-sach-sra-tit,,,979.90,pdf-only,,,
Ottobock,2R8,Adaptador em Aço para Pé Protético 2R8 Ottobock,M8-M10 ADAPT. MOD. P/PÉ SACH SRA. -ACO,149.17,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adaptador-em-aco-para-pe-protetico-2r8-ottobock,285.16,,285.16,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/268550576/adaptador-em-aco-para-pe-protetico-2r8-ottobock-tse9b1h8hr.jpg,https://www.lojadoamputado.com.br/adaptador-em-aco-para-pe-protetico-2r8-ottobock,
Ottobock,2R14,ADAPT. MOD. LIGACAO P/PÉ SACH -PLASTICO,ADAPT. MOD. LIGACAO P/PÉ SACH -PLASTICO,15.77,Tabela de Preço Ottobock 2026 1º Sem.pdf,4,ottobock-adapt-mod-ligacao-p-pe-sach-plastico,,,15.77,pdf-only,,,
