Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
alps-valvula-de-rosca-aluminio-unico-pc,Válvula De Rosca alumínio ÚNICO PÇ,<p>Válvula De Rosca alumínio ÚNICO PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKV-05,shopify,0,deny,manual,,TRUE,TRUE,,Válvula De Rosca alumínio ÚNICO PÇ,draft
alps-tubo-de-conexao-p-dkv-04-unico-pc,Tubo De Conexão p/ DKV-04 ÚNICO PÇ,<p>Tubo De Conexão p/ DKV-04 ÚNICO PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKV-06,shopify,0,deny,manual,,TRUE,TRUE,,Tubo De Conexão p/ DKV-04 ÚNICO PÇ,draft
alps-valvula-de-expulsao-de-facil-colocacao-unico-pc,Válvula de expulsão de fácil colocação ÚNICO PÇ,<p>Válvula de expulsão de fácil colocação ÚNICO PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKV-07,shopify,0,deny,manual,,TRUE,TRUE,,Válvula de expulsão de fácil colocação ÚNICO PÇ,draft
alps-valvula-de-expulsao-de-ar-unico-pc,Válvula de expulsão de ar ÚNICO PÇ,<p>Válvula de expulsão de ar ÚNICO PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKV-10,shopify,0,deny,manual,,TRUE,TRUE,,Válvula de expulsão de ar ÚNICO PÇ,draft
alps-componentes-para-braco-modular-unico-unid,Componentes para braço modular Único Unid,<p>Componentes para braço modular Único Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKAE-03,shopify,0,deny,manual,934.40,TRUE,TRUE,,Componentes para braço modular Único Unid,active
alps-unico-unid,Único Unid,<p>Único Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKAE-04,shopify,0,deny,manual,,TRUE,TRUE,,Único Unid,draft
alps-articulacao-de-ombro-unico-unid,Articulação de ombro Único Unid,<p>Articulação de ombro Único Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKTS-01,shopify,0,deny,manual,,TRUE,TRUE,,Articulação de ombro Único Unid,draft
alps-mao-mecanica-unico-unid,Mão mecânica Único Unid,<p>Mão mecânica Único Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKHD-03,shopify,0,deny,manual,,TRUE,TRUE,,Mão mecânica Único Unid,draft
alps-capa-para-mao-unid,Capa para mão Unid,<p>Capa para mão Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKHS-01,shopify,0,deny,manual,950.00,TRUE,TRUE,,Capa para mão Unid,active
alps-conector-de-pulso-w1-2-x20-unid,"Conector de pulso W1/2""x20 Unid","<p>Conector de pulso W1/2""x20 Unid — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,KHD-04,shopify,0,deny,manual,,TRUE,TRUE,,"Conector de pulso W1/2""x20 Unid",draft
ethnos-aluminio,ALUMÍNIO,<p>ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,JB-501,shopify,0,deny,manual,3077.00,TRUE,TRUE,,ALUMÍNIO,active
ethnos-sistema-vip-kit-de-micro-valvulas,Sistema VIP –Kit de micro válvulas,<p>Sistema VIP –Kit de micro válvulas — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,LMV-09,shopify,0,deny,manual,888.92,TRUE,TRUE,,Sistema VIP –Kit de micro válvulas,active
ethnos-id-e-confetti-transfemoral-e,ID e CONFETTI –Transfemoral e,<p>ID e CONFETTI –Transfemoral e — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,ID-TT,shopify,0,deny,manual,298.00,TRUE,TRUE,,ID e CONFETTI –Transfemoral e,active
ethnos-01-kit-revofitcom-click-r-reel,01 Kit RevoFitcom CLICK®REEL,<p>01 Kit RevoFitcom CLICK®REEL — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RF-200-07,shopify,0,deny,manual,2355.00,TRUE,TRUE,,01 Kit RevoFitcom CLICK®REEL,active
ethnos-reposicao-conduite-1-8m,Reposição -conduite -1.8m,<p>Reposição -conduite -1.8m — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RP-201,shopify,0,deny,manual,555.00,TRUE,TRUE,,Reposição -conduite -1.8m,active
ethnos-reposicao-cordao-de-alta-capacidade,Reposição –Cordão de alta capacidade,<p>Reposição –Cordão de alta capacidade — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RP-001,shopify,0,deny,manual,888.92,TRUE,TRUE,,Reposição –Cordão de alta capacidade,active
ethnos-de-alta-capacidade-para-revolock-v2-e,De alta capacidade para RevoLock V2 e,<p>De alta capacidade para RevoLock V2 e — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RP-310,shopify,0,deny,manual,227.39,TRUE,TRUE,,De alta capacidade para RevoLock V2 e,active
ethnos-de-alta-capacidade-para-revolock-v2,De alta capacidade para RevoLock V2,<p>De alta capacidade para RevoLock V2 — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RP-310A,shopify,0,deny,manual,888.92,TRUE,TRUE,,De alta capacidade para RevoLock V2,active
ethnos-quickfit-r-lacer-grande,QuickFit®Lacer grande,<p>QuickFit®Lacer grande — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK0240-230-05,shopify,0,deny,manual,440.00,TRUE,TRUE,,QuickFit®Lacer grande,active
ethnos-quickfit-r-lacer-medio,QuickFit®Lacer médio,<p>QuickFit®Lacer médio — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK0220-130-05,shopify,0,deny,manual,353.00,TRUE,TRUE,,QuickFit®Lacer médio,active
ethnos-quickfit-r-lacer-pequeno,QuickFit®Lacer pequeno,<p>QuickFit®Lacer pequeno — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK0200-130-05,shopify,0,deny,manual,353.00,TRUE,TRUE,,QuickFit®Lacer pequeno,active
ethnos-quickfit-strap-15,"QuickFit Strap 1,5”","<p>QuickFit Strap 1,5” — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>",Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK1410-130-05,shopify,0,deny,manual,393.00,TRUE,TRUE,,"QuickFit Strap 1,5”",active
ethnos-quickfit-buckle-15,"QuickFit Buckle 1,5”","<p>QuickFit Buckle 1,5” — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>",Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK1415-000-05,shopify,0,deny,manual,205.00,TRUE,TRUE,,"QuickFit Buckle 1,5”",active
ethnos-kit-revoflexcom-boa-r-dial,Kit RevoFlexcom BOA® dial,<p>Kit RevoFlexcom BOA® dial — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OK1100-320-05,shopify,0,deny,manual,1531.00,TRUE,TRUE,,Kit RevoFlexcom BOA® dial,active
ethnos-revolock-m6-uso-em-membros,RevoLock (m6) -uso em membros,<p>RevoLock (m6) -uso em membros — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,RP3003-000-05,shopify,0,deny,manual,283.00,TRUE,TRUE,,RevoLock (m6) -uso em membros,active
ethnos-infantil-hastes-de-aco-inox,"INFANTIL, hastes de aço inox","<p>INFANTIL, hastes de aço inox — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>",Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,OR-135,shopify,0,deny,manual,888.92,TRUE,TRUE,,"INFANTIL, hastes de aço inox",active
ethnos-punho-modular-universal-45mm,Punho modular universal –45mm,<p>Punho modular universal –45mm — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,MR-1W,shopify,0,deny,manual,110.00,TRUE,TRUE,,Punho modular universal –45mm,active
ethnos-silicone-pu-com-rosca,"Silicone + PU, com rosca","<p>Silicone + PU, com rosca — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>",Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,MR-1F,shopify,0,deny,manual,836.00,TRUE,TRUE,,"Silicone + PU, com rosca",active
ethnos-e114-id-slim,E114 ID-SLIM,<p>E114 ID-SLIM — distribuído pela minha prótese com nota fiscal e garantia de origem da Ethnos.</p>,Ethnos,Health & Beauty > Health Care > Mobility & Accessibility,,Ethnos,TRUE,Título,Único,ID-PLUS,shopify,0,deny,manual,,TRUE,TRUE,,E114 ID-SLIM,draft
ortho-pauher-sg302-tubo-recortavel-c-gel-40cm-p-m-g-unidade,SG302 TUBO RECORTÁVEL C/ GEL 40cm P-M-G UNIDADE,<p>SG302 TUBO RECORTÁVEL C/ GEL 40cm P-M-G UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,SEMI-REVESTIDO,shopify,0,deny,manual,43.90,TRUE,TRUE,,SG302 TUBO RECORTÁVEL C/ GEL 40cm P-M-G UNIDADE,active
ortho-pauher-cop118-meia-de-comp-7-8-coxa-angio-pauher-aberta-p-m-g-media-par,COP118 MEIA DE COMP.7/8 COXA ANGIO PAUHER ABERTA P-M-G (MÉDIA) PAR,<p>COP118 MEIA DE COMP.7/8 COXA ANGIO PAUHER ABERTA P-M-G (MÉDIA) PAR — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,20-30MMHG,shopify,0,deny,manual,1.00,TRUE,TRUE,,COP118 MEIA DE COMP.7/8 COXA ANGIO PAUHER ABERTA P-M-G (MÉDIA) PAR,active
ortho-pauher-cop158-meia-compressiva-pant-3-4-curto-p-m-g-gg-par,COP158 MEIA COMPRESSIVA PANT. 3/4 CURTO P-M-G-GG PAR,<p>COP158 MEIA COMPRESSIVA PANT. 3/4 CURTO P-M-G-GG PAR — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,30-400MMHG,shopify,0,deny,manual,1.00,TRUE,TRUE,,COP158 MEIA COMPRESSIVA PANT. 3/4 CURTO P-M-G-GG PAR,active
ortho-pauher-cop158-meia-compressiva-pant-3-4-longo-p-m-g-gg-par,COP158 MEIA COMPRESSIVA PANT. 3/4 LONGO P-M-G-GG PAR,<p>COP158 MEIA COMPRESSIVA PANT. 3/4 LONGO P-M-G-GG PAR — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,30-40MMHG,shopify,0,deny,manual,1.00,TRUE,TRUE,,COP158 MEIA COMPRESSIVA PANT. 3/4 LONGO P-M-G-GG PAR,active
ortho-pauher-ac400-tala-de-punho-pp-p-m-g-es-preto-bege-unidade,"AC400 TALA DE PUNHO PP-P-M-G-/ES / PRETO, BEGE UNIDADE","<p>AC400 TALA DE PUNHO PP-P-M-G-/ES / PRETO, BEGE UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>",Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,GG-DIR,shopify,0,deny,manual,33.90,TRUE,TRUE,,"AC400 TALA DE PUNHO PP-P-M-G-/ES / PRETO, BEGE UNIDADE",active
ortho-pauher-ac210-sandalia-de-gesso-branco-preto-p-m-g-unidade,AC210 SANDÁLIA DE GESSO BRANCO/PRETO P-M-G- UNIDADE,<p>AC210 SANDÁLIA DE GESSO BRANCO/PRETO P-M-G- UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,GG-XG,shopify,0,deny,manual,33.90,TRUE,TRUE,,AC210 SANDÁLIA DE GESSO BRANCO/PRETO P-M-G- UNIDADE,active
ortho-pauher-sg218-fita-lamina-skin-2cm-ate-65cm-comp-60-65-cm-unidade,SG218 FITA LÁMINA SKIN 2CM ATÉ 65CM COMP. (-60-65 cm) UNIDADE,<p>SG218 FITA LÁMINA SKIN 2CM ATÉ 65CM COMP. (-60-65 cm) UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,45-50-55,shopify,0,deny,manual,75.90,TRUE,TRUE,,SG218 FITA LÁMINA SKIN 2CM ATÉ 65CM COMP. (-60-65 cm) UNIDADE,active
ortho-pauher-vp10-ortese-de-succao-vaccum-pauher-pectus-excavatum-190-225-240mm-unidade,VP10 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM -190-225-240mm UNIDADE,<p>VP10 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM -190-225-240mm UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,110-140-165,shopify,0,deny,manual,1399.90,TRUE,TRUE,,VP10 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM -190-225-240mm UNIDADE,active
ortho-pauher-vp12-ortese-de-succao-vaccum-pauher-pectus-excavatum-vacuometro-250-140-110-u,VP12 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM +VACUOMETRO 250- -140-110 UNIDADE,<p>VP12 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM +VACUOMETRO 250- -140-110 UNIDADE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,225-190-165,shopify,0,deny,manual,1699.90,TRUE,TRUE,,VP12 ÓRTESE DE SUCÇÃO VACCUM PAUHER PECTUS EXCAVATUM +VACUOMETRO 250- -140-110 UNIDADE,active
ortho-pauher-ac900-pauherfez-articulacao-ortopedica-dorsiflexao-artic-p-m-g-par,AC900 PAUHERFEZ ARTICULAÇÃO ORTOPÉDICA DORSIFLEXÃO ARTIC. P/M/G PAR,<p>AC900 PAUHERFEZ ARTICULAÇÃO ORTOPÉDICA DORSIFLEXÃO ARTIC. P/M/G PAR — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,75-85-95,shopify,0,deny,manual,2.00,TRUE,TRUE,,AC900 PAUHERFEZ ARTICULAÇÃO ORTOPÉDICA DORSIFLEXÃO ARTIC. P/M/G PAR,active
ossur-de-suspensao,DE SUSPENSÃO,<p>DE SUSPENSÃO — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,SISTEMAS,shopify,0,deny,manual,226.52,TRUE,TRUE,,DE SUSPENSÃO,active
ossur-foot-r-bionic-pro-flex-r-pivot,FOOT® - BIONIC PRO-FLEX® PIVOT,<p>FOOT® - BIONIC PRO-FLEX® PIVOT — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,PROPRIO,shopify,0,deny,manual,226.52,TRUE,TRUE,,FOOT® - BIONIC PRO-FLEX® PIVOT,active
ossur-ossur-k2-kit-pe-pro-flex-pivot-com,ÖSSUR K2 Kit pé PRO-FLEX PIVOT com,<p>ÖSSUR K2 Kit pé PRO-FLEX PIVOT com — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,TECHNOLOGY,shopify,0,deny,manual,1522.17,TRUE,TRUE,,ÖSSUR K2 Kit pé PRO-FLEX PIVOT com,active
ossur-fix-meia-preta,FIX MEIA PRETA,<p>FIX MEIA PRETA — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,SANDAL,shopify,0,deny,manual,226.52,TRUE,TRUE,,FIX MEIA PRETA,active
ossur-npd1-0002-npd1-0003-npd1-0004,NPD1-0002 NPD1-0003 NPD1-0004,<p>NPD1-0002 NPD1-0003 NPD1-0004 — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,NPD1-0001,shopify,0,deny,manual,,TRUE,TRUE,,NPD1-0002 NPD1-0003 NPD1-0004,draft
ossur-npd1-0009-npd1-0010-npd1-0011,NPD1-0009 NPD1-0010 NPD1-0011,<p>NPD1-0009 NPD1-0010 NPD1-0011 — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,NPD1-0008,shopify,0,deny,manual,,TRUE,TRUE,,NPD1-0009 NPD1-0010 NPD1-0011,draft
ossur-importante,IMPORTANTE,<p>IMPORTANTE — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,NPD1-0012,shopify,0,deny,manual,,TRUE,TRUE,,IMPORTANTE,draft
ossur-componentes-antes,Componentes antes,<p>Componentes antes — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,GARANTIA,shopify,0,deny,manual,,TRUE,TRUE,,Componentes antes,draft
ottobock-l-r-12-pe-sach-infantil-10mm-s-dedos,L/R 12 PÉ SACH INFANTIL 10MM S/DEDOS,<p>L/R 12 PÉ SACH INFANTIL 10MM S/DEDOS — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,1S30,shopify,0,deny,manual,645.18,TRUE,TRUE,,L/R 12 PÉ SACH INFANTIL 10MM S/DEDOS,active
ottobock-l-r-14-21-pe-sach-infantil-5mm-c-dedos,L/R 14-21 PÉ SACH INFANTIL 5MM C/ DEDOS,<p>L/R 14-21 PÉ SACH INFANTIL 5MM C/ DEDOS — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,1K30,shopify,0,deny,manual,569.99,TRUE,TRUE,,L/R 14-21 PÉ SACH INFANTIL 5MM C/ DEDOS,active
ottobock-1-2-adapt-mod-p-pe-sach-inf-tam-2-alu,1-2 ADAPT. MOD. P/PÉ SACH INF. (TAM. 2) -ALU,<p>1-2 ADAPT. MOD. P/PÉ SACH INF. (TAM. 2) -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,2R40,shopify,0,deny,manual,396.57,TRUE,TRUE,,1-2 ADAPT. MOD. P/PÉ SACH INF. (TAM. 2) -ALU,active
ottobock-lamina-pe-sprinter-junior,LÂMINA PÉ SPRINTER JUNIOR,<p>LÂMINA PÉ SPRINTER JUNIOR — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,1E93,shopify,0,deny,manual,14908.34,TRUE,TRUE,,LÂMINA PÉ SPRINTER JUNIOR,active
ottobock-1-2-adapt-mod-c-tubo-inf-tam-2-alu,1-2 ADAPT. MOD. C/TUBO INF. (TAM. 2) -ALU,<p>1-2 ADAPT. MOD. C/TUBO INF. (TAM. 2) -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,2R41,shopify,0,deny,manual,500.87,TRUE,TRUE,,1-2 ADAPT. MOD. C/TUBO INF. (TAM. 2) -ALU,active
ottobock-adapt-mod-c-tubo-p-7e8-inf-alu,ADAPT. MOD. C/TUBO P/7E8 INF. -ALU,<p>ADAPT. MOD. C/TUBO P/7E8 INF. -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,2R48,shopify,0,deny,manual,733.72,TRUE,TRUE,,ADAPT. MOD. C/TUBO P/7E8 INF. -ALU,active
ottobock-adapt-mod-p-tubo-inf-c-piram-alu,ADAPT. MOD. P/TUBO INF. C/PIRAM. -ALU,<p>ADAPT. MOD. P/TUBO INF. C/PIRAM. -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,4R66,shopify,0,deny,manual,414.76,TRUE,TRUE,,ADAPT. MOD. P/TUBO INF. C/PIRAM. -ALU,active
ottobock-r-3-2-adaptador-de-troca-rapida-quickchange,R-3-2 ADAPTADOR DE TROCA RÁPIDA - QUICKCHANGE,<p>R-3-2 ADAPTADOR DE TROCA RÁPIDA - QUICKCHANGE — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,4R11,shopify,0,deny,manual,575.00,TRUE,TRUE,,R-3-2 ADAPTADOR DE TROCA RÁPIDA - QUICKCHANGE,active
ottobock-joelho-mod-c-trava-infantil-alu,JOELHO MOD. C/TRAVA INFANTIL -ALU,<p>JOELHO MOD. C/TRAVA INFANTIL -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,3R39,shopify,0,deny,manual,3031.88,TRUE,TRUE,,JOELHO MOD. C/TRAVA INFANTIL -ALU,active
ottobock-joelho-mod-livre-infantil-alu,JOELHO MOD. LIVRE INFANTIL -ALU,<p>JOELHO MOD. LIVRE INFANTIL -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,3R38,shopify,0,deny,manual,4164.58,TRUE,TRUE,,JOELHO MOD. LIVRE INFANTIL -ALU,active
ottobock-joelho-mod-polic-infantil-alu,JOELHO MOD. POLIC. INFANTIL -ALU,<p>JOELHO MOD. POLIC. INFANTIL -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,3R66,shopify,0,deny,manual,6705.30,TRUE,TRUE,,JOELHO MOD. POLIC. INFANTIL -ALU,active
ottobock-joelho-infantil,JOELHO INFANTIL,<p>JOELHO INFANTIL — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,3R67,shopify,0,deny,manual,446.63,TRUE,TRUE,,JOELHO INFANTIL,active
ottobock-joelho-esportivo,JOELHO ESPORTIVO,<p>JOELHO ESPORTIVO — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,3S80,shopify,0,deny,manual,446.63,TRUE,TRUE,,JOELHO ESPORTIVO,active
ottobock-artic-quadril-livre-infantil-alu,ARTIC. QUADRIL LIVRE INFANTIL -ALU,<p>ARTIC. QUADRIL LIVRE INFANTIL -ALU — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,7E8,shopify,0,deny,manual,10714.05,TRUE,TRUE,,ARTIC. QUADRIL LIVRE INFANTIL -ALU,active
ottobock-revest-cosmet-curto-p-protese-infantil,REVEST. COSMET. CURTO P/PROTESE-INFANTIL,<p>REVEST. COSMET. CURTO P/PROTESE-INFANTIL — distribuído pela minha prótese com nota fiscal e garantia de origem da Ottobock.</p>,Ottobock,Health & Beauty > Health Care > Mobility & Accessibility,,Ottobock,TRUE,Título,Único,6R7,shopify,0,deny,manual,594.51,TRUE,TRUE,,REVEST. COSMET. CURTO P/PROTESE-INFANTIL,active
